Municipio,2015,2016,2017,2018,2019,2020,2021,2022,2023
Puerto Wilches (San),28.626864722160374,15.742081732888357,15.5448468832582,12.198469092128938,29.786727034433458,32.15810091796761,40.47997686858465,83.21616115240035,48.437188363677805
Dagua (Vac),23.39579301103856,27.410546734982184,41.86114657680474,26.835662531222262,18.45850937282087,26.522493114352752,28.40966740396518,42.31226451209929,48.01344376425399
Carepa (Ant),24.77254301414287,35.173338609334124,51.47011516438268,45.898356004339476,44.30214059888439,17.597716207496628,40.425818622827116,20.853475895277636,33.59964160382289
Cereté (Cor),9.793839674844522,26.15240069352292,6.705623143979309,29.296413551953883,15.853180894119404,3.689730557426044,16.468586171877146,13.632397847898792,23.482022705309646
Ábrego (Nsa),6.588049278608604,36.003011160933454,25.87071112117194,25.168313093814888,54.540496318516496,38.313047066104744,49.42578863206861,37.60050905304564,54.70459518599562
San Sebastián De Mariquita (Tol),24.321037697608432,10.73623748557318,10.65757220505169,42.36166269526079,26.25774603508035,49.565648396942585,46.81647940074907,31.14052160373686,51.78127589063794
Cajibío (Cau),2.4076080414108585,9.59140610013428,2.3878316101148545,21.421430951587567,44.770140672494634,49.027618891975806,27.788713151008498,25.271670457417233,36.468898867184826
Acacías (Met),26.628257422626756,28.415481701613764,30.177816983146847,13.63280051804642,17.753317651236074,20.690631499852987,20.516807584739816,11.787019277134254,14.89092398183307
Villa Rica (Cau),30.24650904874729,59.58587814687919,63.86323442719591,91.81848934422268,57.142857142857146,56.264066016504124,69.76095246953771,101.50410630248223,77.81744941865787
Santa Rosa De Cabal (Ris),37.609098808180626,29.755744152349408,37.432878975629905,15.416634548678022,21.61859708021771,13.858791513380034,25,9.905894006934126,26.958141358690323
Puerto Caicedo (Put),45.40147879102348,32.05950243652218,18.958543983822043,68.34420627524075,74.84563088629702,93.70900231148872,86.28127696289906,115.51556420233463,107.98488211650368
Balboa (Cau),4.821600771456124,0,9.51927653498334,42.63786242183058,37.61165961448049,41.983486495311844,64.79081821547575,87.23599632690542,127.54521022183755
Santa Rosa De Osos (Ant),40.1295611545848,11.328877308258752,28.023764152000897,30.28801145437524,51.15364940904073,18.484776466238877,36.398616852559606,61.44707870346664,32.77283384173242
Fusagasugá (Cun),10.88695156981467,19.19846412287017,9.1453655859893,10.830481306589265,10.91732852970878,10.379971844326372,11.853071817138293,7.862586186040886,7.645304900640441
La Tebaida (Qui),74.6175848775028,49.274737458039475,48.59086491739553,53.810050521658546,58.52744937375629,45.973048300433874,56.777856635912,33.62097949120251,22.104332449160033
La Plata (Hui),34.11979459883652,13.473230375397883,13.281976358082083,18.025104054009766,16.198266785453956,16.03077909586406,25.43558438255119,22.080625828023468,40.69749240835238
Corozal (Suc),15.33624722030519,4.568574300246703,6.028363450032402,17.811818141336776,21.65502107755385,19.75921979309274,15.311164622858175,9.644264418175304,39.573155754482684
Bolívar (Cau),2.518384204694268,2.553365335512205,0,18.397813288477714,21.432207249444104,37.84397469859977,34.8628281798922,55.87186718459,52.79134221987594
Toribío (Cau),9.237021984112323,8.985802432157191,2.913583124526543,11.35782838321313,55.53087516659262,40.878617757671556,24.328269449099853,34.8628281798922,47.89144605560729
Bugalagrande (Vac),28.63219895287958,53.383705650459916,33.130409574688365,65.79488444773419,49.18032786885246,40.87471898630697,56.91751026547953,60.55223639593089,96.19238476953909
El Paso (Ces),29.878394932624218,20.248770610355802,33.49055287321035,29.309104473635127,17.78229391591515,26.922512115130452,33.56106915977466,54.34525778554889,44.29937048262998
Dibulla (Lag),5.912087262407993,14.344732614184071,33.29910924882759,10.598834128245894,29.961798706649024,14.265335235378032,25.56593687537768,50.385910267274355,51.97622652595422
Convención (Nsa),0,61.61084350845749,72.2262347908217,113.74099550452257,104.5423657937379,86.52720517127297,55.231974292026514,64.93830860682351,64.64124111182934
Chaparral (Tol),15.975716910296349,21.931136232230795,27.870680044593087,23.82512359282864,21.754177790962128,13.795549949744782,27.510856963194403,47.05421037153221,35.2078239608802
Amagá (Ant),24.025260845689182,17.010274205620195,43.82564137140545,16.54150263009892,45.48851415017708,57.539238564076335,56.6607907328129,21.69937071824917,51.889384042488246
Mercaderes (Cau),0,4.499437570303712,13.388075687254553,35.26093088857546,30.566350814374914,73.60263237649912,55.83712739455374,76.70345591681937,76.10028326216548
